ID,Control,Control,Salt,Salt
XLOC_014599,0,0,0,0
XLOC_014600,0,0,0,0
XLOC_014601,0,0,0,0
XLOC_014602,0,0,0,0
XLOC_014603,0,0,0,0
XLOC_014604,0,0,0,0
XLOC_014605,0,0,0,0
XLOC_014606,0,0,0,0
XLOC_014607,0,0,0,0
XLOC_014608,0,0,0,0.315533
XLOC_014609,0,0.138113,0,0
XLOC_014610,0,0,0,0
XLOC_014611,0,0,0,0
XLOC_014613,0,0,0,0
XLOC_014614,0,0,0,0
XLOC_014615,0,0,0,0
XLOC_014616,0,0,0,0
XLOC_014617,0,0,0,0
XLOC_014618,0,0,0,0
XLOC_014619,0,0,0,0
XLOC_014620,0,0,0,0
XLOC_014621,0,0,0,0
XLOC_014622,0,0,0,0
XLOC_014623,0,0,0,0
XLOC_014624,0,0,0,0
XLOC_014625,0,0,0,0
XLOC_014626,0,0,0,0
XLOC_014627,0,0,0,0
XLOC_014628,0,0,0,0
XLOC_014629,0.094766,0,0,0
XLOC_014630,0,0,0,0
XLOC_014631,0,0,0,0
XLOC_014632,0,0,0,0
XLOC_014633,0,0,0,0.090764
XLOC_014634,0,0,0,0
XLOC_014635,0,0,0,0
XLOC_014636,0,0,0,0
XLOC_014637,0,0,0,0
XLOC_014638,0,0,0,0
XLOC_014639,0,0,0,0
XLOC_014640,0,0,0,0
XLOC_014641,0,0,0,0
XLOC_014642,0,0,0,0
XLOC_014643,0,0,0,0
XLOC_014644,0,0,0,0
XLOC_014645,0,0,0,0
XLOC_014646,0,0,0,0
XLOC_014647,0,0,0,0
XLOC_014648,0,0,0,0
XLOC_014649,0,0,0,0
XLOC_014650,0,0,0,0
XLOC_014651,0,0,0,0
XLOC_014652,0,0,0,0
XLOC_014653,0,0,0,0
XLOC_014654,0,0,0,0
XLOC_014655,0,0,0,0
XLOC_014656,0,0,0,0
XLOC_014657,0,0,0,0
XLOC_014658,0,0,0,0
XLOC_014659,0,0,0,0
XLOC_014660,1.412958,0.244783,0.250309,0.480148
XLOC_014661,0,0,0,0
XLOC_014662,0,0,0,0
XLOC_014663,0,0,0,0
XLOC_014664,0,0,0,0
XLOC_014665,0,0,0,0
XLOC_014666,0,0,0,0
XLOC_014667,0,0,0,0
XLOC_014668,0,0,0,0
XLOC_014669,0,0,0,0
XLOC_014670,0,0,0,0
XLOC_014671,0,0,0,0
XLOC_014672,0,0,0,0
XLOC_014673,0,0,0,0
XLOC_014674,0,0,0,0
XLOC_014675,0,0,0.117914,1.346549
XLOC_014676,0,0,0,0
XLOC_014677,0,0,0,0
XLOC_014678,0,0,0,0
XLOC_014679,0,0,0,0
XLOC_014680,0,0,0,0
XLOC_014681,0,0,0,0
XLOC_014682,0,0,0,0
XLOC_014683,0,0,0,0
XLOC_014684,0,0,0,0
XLOC_014685,0,0,0,0
XLOC_014686,0,0,0,0
XLOC_014687,0,0,0,0
XLOC_014688,0,0,0,0
XLOC_014689,0,0,0,0
XLOC_014690,0,0,0,3.361749
XLOC_014691,0,0,0,0.1913
XLOC_014692,0,0,0,0
XLOC_014693,0,0,0,0
XLOC_014694,0,0,0,0
XLOC_014695,0,0,0,0
XLOC_014696,0,0,0,0
XLOC_014697,0,0,0,0
XLOC_014698,0,0,0,0
XLOC_014699,0,0,0,0
XLOC_014700,0,0,0,0
XLOC_014701,0,0,0,0
XLOC_014702,0,0,0,0
XLOC_014703,0,0,0,0
XLOC_014704,0,0,0,0
XLOC_014705,0,0,0,0
XLOC_014706,0,0,0,0
XLOC_014707,0,0,0,0
XLOC_014708,0,0,0,0
XLOC_014709,0,0,0,0
XLOC_014710,0,0,0,0
XLOC_014711,0,0,0,0
XLOC_014712,0,0,0,0
XLOC_014713,0,0,0,0
XLOC_014714,0,0,0,0
XLOC_014715,0,0,0,0
XLOC_014716,0,0,0,0
XLOC_014717,3.299738,6.257786,1.582933,5.862982
XLOC_014718,0,0,0,0
XLOC_014719,0,0,0,0
XLOC_014720,0.870397,0.744355,0,3.611517
XLOC_014721,1.459454,1.853444,4.424374,1.199024
XLOC_014722,0,0,0,0
XLOC_014723,0,0,0,0
XLOC_014724,0,0,0,0
XLOC_014725,0,0,0,0
XLOC_014726,0,0,0,0
XLOC_014727,0,0,0,0
XLOC_014728,0,0,0,0
XLOC_014729,0,0,0,0
XLOC_014730,0,0,0,0
XLOC_014731,0,0,0,0
XLOC_014732,0,0,0,0
XLOC_014733,0,0,0,0
XLOC_014734,1.293069,0,0,0
XLOC_014735,0.045663,0,0.040295,0.15472
XLOC_014736,0,0,0,0
XLOC_014737,0,0,0,0
XLOC_014738,0,0,0,0
XLOC_014739,0,0,0,0
XLOC_014740,0,0,0,0
XLOC_014741,0,0,0,0
XLOC_014742,0,0,0,0
XLOC_014743,0,0,0,0
XLOC_014744,0,0,0,0
XLOC_014745,0,0,0,0
XLOC_014746,0,0,0,0
XLOC_014747,0,0,0,1.211135
XLOC_014748,0,0,0,0
XLOC_014749,0,0,0,0
XLOC_014750,0,0,0,0
XLOC_014751,0,0,0,0
XLOC_014752,0,0,0,0
XLOC_014753,0,0,0.134294,0
XLOC_014754,0,0,0,0
XLOC_014755,0,0,0,0
XLOC_014756,1.852691,0,0,2.292784
XLOC_014757,0,0,0,0
XLOC_014758,0,0,0,0
XLOC_014759,0,0,0,0
XLOC_014760,0,0,0,0
XLOC_014761,0,0.176595,0,0
XLOC_014762,0,0,0,0
XLOC_014763,0,0,0,0
XLOC_014764,0,0,0,0
XLOC_014765,0,0,0,0
XLOC_014766,0,0,0,0
XLOC_014767,0,0,0,0
XLOC_014768,0,0,0,0
XLOC_014769,0,0.10167,0,0
XLOC_014770,0,0,0,0
XLOC_014771,0,0,0,0
XLOC_014772,0,0,0,0
XLOC_014773,0,0,0,0
XLOC_014774,0,0,0,0
XLOC_014775,0,0,0,0
XLOC_014776,0,0,0,0
XLOC_014777,0,0,0,0
XLOC_014778,0,0,0,0
XLOC_014779,0,0,0,0
XLOC_014780,0,0,0,0
XLOC_014781,0,0,0,0
XLOC_014782,0,0,0,0
XLOC_014783,0,0,0,0
XLOC_014784,0,0,0,0
XLOC_014785,0,0,0,0
XLOC_014786,0,0,0,0
XLOC_014787,0,0,0,0
XLOC_014788,0,0,0,0
XLOC_014789,0,0,0,0
XLOC_014790,0,0,0,0
XLOC_014791,0,0,0,0
XLOC_014792,0,0,0,0
XLOC_014793,0,0,0,0
XLOC_014794,0,0,0,0
XLOC_014795,0,0,0,0
XLOC_014796,0,0,0,0
XLOC_014797,0,0,0,0
XLOC_014798,0,0,0,0
XLOC_014799,0,0,0,0
XLOC_014800,0,0,0,0
XLOC_014801,0,0,0,0
XLOC_014802,0,0,0,0
XLOC_014803,0,0,0,0
XLOC_014804,0,0,0,0
XLOC_014805,0,0,0,0
XLOC_014806,0,0,0,0
XLOC_014807,0,0,0,0
XLOC_014808,0,0,0,0
XLOC_014809,0,0,0,0
XLOC_014810,0,0,0,0
XLOC_014811,0,0,0,0
XLOC_014812,0,0,0,0
XLOC_014813,0,0,0,0
XLOC_014814,0,0,0,0
XLOC_014815,0,0,0,0
XLOC_014816,0,0,0,0
XLOC_014817,0,0,0,0
XLOC_014818,0,0,0,0
XLOC_014819,0,0,0,0
XLOC_014820,0,0,0,0
XLOC_014821,0,0,0,0
XLOC_014822,0,0,0,0
XLOC_014823,0,0,0,0
XLOC_014824,0,0,0,0
XLOC_014825,0,0,0,0
XLOC_014826,0,0,0.482922,0
XLOC_014827,0,0,0,0
XLOC_014828,0,0,0,0
XLOC_014829,0,0,0,0
XLOC_014830,0,0,0,0
XLOC_014831,0,0,0,0
XLOC_014832,0,0,0,0
XLOC_014833,0,0,0,0
XLOC_014834,0,0,0,0
XLOC_014835,0.047954,0,0,0
XLOC_014836,0,0,0,0
XLOC_014837,0,0,0,0
XLOC_014838,0,0,0,0
XLOC_014839,0,0,0,0
XLOC_014840,0,0,0,0
XLOC_014841,0,0,0,0
XLOC_014842,0,0,0,0
XLOC_014843,0,0,0,0
XLOC_014844,0,0,0,0
XLOC_014845,0,0.43271,0.08947,0.084807
XLOC_014846,0,0,0,0
XLOC_014847,0,0,0,0
XLOC_014848,0,0,0,0
XLOC_014849,0,0,0,0
XLOC_014850,0,0,0,0
XLOC_014851,0,0,0,0
XLOC_014852,0,0,0,0
XLOC_014853,0,0,0,0
XLOC_014854,0,0,0,0
XLOC_014855,0,0,0,0
XLOC_014856,0,0,0,0
XLOC_014857,0,0,0,0
XLOC_014858,0,0,0,1.643259
XLOC_014859,2.178939,0,0,0
XLOC_014861,0,0,0,0
XLOC_014862,0,0,0,0
XLOC_014863,0,0,0,0
XLOC_014865,0,0,0,0
XLOC_014866,8.74446,4.52998,0.203137,5.979359
XLOC_014868,4.822973,2.030762,0.24616,1.015789
XLOC_014869,0,0,0,0
XLOC_014870,1.852421,0.454044,0.53286,1.559306
XLOC_014871,2.603351,0,0,0.535278
XLOC_014872,0.364864,0.312028,1.296191,0
XLOC_014874,2.075299,0.79716,1.053523,4.622452
XLOC_014875,11.0298,11.051827,5.188685,3.69436
XLOC_014876,0,0,0,0.51183
XLOC_014877,1.055867,3.047854,0,0
XLOC_014878,0,0,0,0
XLOC_014879,2.330419,0,0,0
XLOC_014880,0,0,0,0
XLOC_014881,0,0,0,0
XLOC_014883,0,0,0.103411,0.199223
XLOC_014884,0,0,0,0
XLOC_014885,0.327142,0.277721,0,0
XLOC_014886,0,0,0,0.33585
XLOC_014887,0,0,0,0
XLOC_014888,0,1.560138,0,0.908351
XLOC_014889,0.481415,0.241848,0.174887,0.654293
XLOC_014890,3.905026,2.504654,0,1.598698
XLOC_014891,0.071902,0,0,0
XLOC_014892,0,2.331376,1.182174,1.110207
XLOC_014893,4.743226,3.432303,0,0
XLOC_014894,4.175895,1.785591,0,1.378188
XLOC_014895,0,0,0,0
XLOC_014896,0,0.412486,0,0.09632
XLOC_014897,0,0,0,0
XLOC_014900,0,0,0,0
XLOC_014901,0,0,0,0
XLOC_014902,0,0,0,0
XLOC_014903,0,0,0,0.090831
XLOC_014904,0,0,0,0
XLOC_014905,0.186296,0,0,0
XLOC_014906,0,0,0,0
XLOC_014907,0,0,0,0
XLOC_014908,0,0,0,0
XLOC_014909,0,0,0,0
XLOC_014910,0,0,0.086857,0
XLOC_014911,0,0,0,0
XLOC_014912,0,0,0,0
XLOC_014913,0.72606,0,0,0.302784
XLOC_014914,1.474347,0,0,0
XLOC_014915,0,0,0,0
XLOC_014916,0,0,0,0
XLOC_014917,0,0,0,0
XLOC_014918,0,0,0,0
XLOC_014919,0,0,0,0
XLOC_014920,0,0,0,0
XLOC_014921,0,0,0,0
XLOC_014922,0,0,0,0
XLOC_014923,0,0,0,0
XLOC_014924,0,0,0,0
XLOC_014925,0.204497,0,0,0
XLOC_014926,0,0,0,0
XLOC_014927,0,0,0,0
XLOC_014928,0,0,0,0
XLOC_014929,0,0,0,0
XLOC_014930,0,0,0,0
XLOC_014931,0,0,0,0
XLOC_014932,0,0,0,0
XLOC_014933,0,0,0,0
XLOC_014934,0,0,0,0
XLOC_014935,0,0,0,0
XLOC_014936,0,0,0,0
XLOC_014937,0,0,0,0
XLOC_014938,0,0,0,0
XLOC_014939,0,0,0,0
XLOC_014940,0.36303,0,0,0
XLOC_014941,0,0,0,0
XLOC_014942,0,0,0,0
XLOC_014943,0,0,0,0
XLOC_014944,0,0,0,0
XLOC_014945,0.36303,0,0,0
XLOC_014946,0,0,0,0
XLOC_014948,0,0.172889,0,0.325729
XLOC_014949,0,0,0,0
XLOC_014950,0,0,0,0
XLOC_014951,0,0,0.324048,0
XLOC_014952,0,0.312028,0,0
XLOC_014953,0,0,0,0
XLOC_014954,0,0,0,0
XLOC_014955,0,0,0,0.413305
XLOC_014956,0,0,0,0
XLOC_014957,0,0,0,0
XLOC_014958,0,0.253547,0.521939,0
XLOC_014959,0,0,0,0
XLOC_014960,0,0,0,0
XLOC_014961,0,0,0,0
XLOC_014962,0,0,0,0
XLOC_014963,0,0,0,0
XLOC_014964,0,0,0,0
XLOC_014965,0,0,0,0
XLOC_014966,0,0,0,0
XLOC_014967,0,0,0,0
XLOC_014968,0,0,0,0
XLOC_014969,0,0,0,0
XLOC_014970,0,0,0,0
XLOC_014971,0,0,0,0
XLOC_014972,0,0,0,0
XLOC_014973,0,0,0,0
XLOC_014974,0,0,0,0
XLOC_014975,0,0,0,0
XLOC_014976,0,0,0,0
XLOC_014977,0.36303,0,0,0
XLOC_014978,0,0,0,0
XLOC_014979,0,0,0,0
XLOC_014980,0,0,0,0
XLOC_014981,0,0,0,0
XLOC_014982,0,0,0,0
XLOC_014983,0,0,0,0
XLOC_014984,0,0,0,0
XLOC_014985,0,0,0,0
XLOC_014986,0,0,0,0
XLOC_014987,0,0,0,0
XLOC_014988,0,0,0,0
XLOC_014989,0,0,0,0
XLOC_014990,0,0,0,0
XLOC_014991,0,0,0,0
XLOC_014992,0,0,0,0
XLOC_014993,0,0,0,0
XLOC_014994,0,0,0,0
XLOC_014995,0,0,0,0
XLOC_014996,0,0,0,0
XLOC_014997,0,0,0,0
XLOC_014998,0,0,0,0
XLOC_014999,0,0,0,0
XLOC_015001,3.140999,3.943497,0,0
XLOC_015002,1.740795,0,0.759969,0.722303
XLOC_015003,0.124166,0.116523,0.107262,0.208328
XLOC_015005,0,0,0,0
XLOC_015006,0,0,0,0
XLOC_015007,0,0,0,0
XLOC_015008,0,0,0,0
XLOC_015009,0,0,0,0
XLOC_015010,0,0,0,0
XLOC_015011,0,0,0,0
XLOC_015012,0,0,0,0
XLOC_015013,0,0.20985,0,0
XLOC_015014,0,0,0,0
XLOC_015015,0,0,0,0
XLOC_015016,0,0,0,0
XLOC_015017,0,0,0,0
XLOC_015018,0,0,0,0
XLOC_015019,0,0,0,0
XLOC_015020,0,0,0,0
XLOC_015021,0,0,0,0
XLOC_015022,0,0,0,0
XLOC_015023,0,0,0,0
XLOC_015024,0,0,0,0
XLOC_015025,0,0,0,0
XLOC_015026,0,0,0,0
XLOC_015027,0,0,0,0
XLOC_015028,0,0,0,0
XLOC_015029,0,0,0,0
XLOC_015030,0,0,0,0
XLOC_015031,0,0,0,0
XLOC_015032,0,0,0,0
XLOC_015033,0,0,0,0
XLOC_015034,0,0,0,0
XLOC_015035,0,0,0,0
XLOC_015036,0,0,0,0
XLOC_015037,0,0,0,0
XLOC_015038,0,0,0,0
XLOC_015039,0,0,0,0
XLOC_015040,0,0,0,0
XLOC_015041,0,0,0,0
XLOC_015042,0,0,0,0
XLOC_015043,0,0,0,0
XLOC_015044,0,0,0,0
XLOC_015045,0,0,0,0
XLOC_015046,0.227246,0,0,0
XLOC_015047,0,0,0,0
XLOC_015048,0,0,0,0
XLOC_015049,0,0,0,0
XLOC_015050,0,0,0,0
XLOC_015051,0,0,0,0
XLOC_015052,0,0,0,0
XLOC_015053,0,0,0,0
XLOC_015054,0,0,0,0
XLOC_015055,0,0,0,0
XLOC_015056,0,0,0,0
XLOC_015057,0.446802,0,0,0
XLOC_015058,0,0,0,0
XLOC_015059,0,0,0,0
XLOC_015060,0,0,0,0
XLOC_015061,0,0,0,0
XLOC_015062,0,0,0,0
XLOC_015063,0,0,0,0
XLOC_015064,0,0,0,0
XLOC_015065,0,0,0,0
XLOC_015066,0,0,0,0
XLOC_015067,0,0,0,0
XLOC_015068,0,0,0,0
XLOC_015069,0,0,0,0
XLOC_015070,0,0,0,0
XLOC_015071,0,0,0,0
XLOC_015072,0,0,0,0
XLOC_015073,0,0,0,0
XLOC_015074,0,0,0,0
XLOC_015075,9.915704,25.439422,10.53627,6.984605
XLOC_015076,17.813339,14.193037,12.940014,7.291361
XLOC_015077,6.74609,12.158991,6.089261,5.285372
XLOC_015078,0.266865,0.245995,0,0
XLOC_015079,0,0,0,0
XLOC_015080,0,0,0,0
XLOC_015081,0,0,0,0
XLOC_015082,1.505062,0,0,0
XLOC_015083,0,0,0,0
XLOC_015084,0,0,0,0
XLOC_015085,0,0,0,0
XLOC_015086,0,0,0,0
XLOC_015087,0,0,0,0
XLOC_015088,0,0,0,0
XLOC_015089,0,0,0,0
XLOC_015090,0,0,0,0
XLOC_015093,0,0,0,0
XLOC_015094,0,0,0,0
XLOC_015095,0,0,0,0
XLOC_015097,0.401701,0,0,0.517195
XLOC_015098,0,0,0.051831,0
XLOC_015099,1.479734,1.800476,0.484103,0.734391
XLOC_015100,0.227306,0.416917,0.502867,0.35325
XLOC_015101,0,0,0.05171,0.024641
XLOC_015102,0,0,0,0
XLOC_015103,0,0,0,0
XLOC_015105,0.389355,0.29545,0.099361,0.33631
XLOC_015106,0,0,0,0
XLOC_015107,0,0,0.031974,0.010246
XLOC_015108,0,0,0,0
XLOC_015109,0,0,0,0
XLOC_015110,0.708265,0,0.619781,0.58205
XLOC_015111,0.402437,0.151797,0,0.244042
XLOC_015112,1.211428,0.583886,1.201253,0.458581
XLOC_015113,0,0,0,0
XLOC_015114,0.467765,0.400218,0.155227,0.294024
XLOC_015116,0,0,0,0
XLOC_015117,0.179459,0.039023,0.019434,0.037798
XLOC_015119,0,0,0,0
XLOC_015120,0,0,0,0
XLOC_015122,0,0,0,0
XLOC_015124,0.018867,0,0,0.032107
XLOC_015125,0,0,0,0
XLOC_015126,0,0,0,0
XLOC_015127,0,0,0,0
XLOC_015128,0,0,0,0
XLOC_015129,0,0,0,0
XLOC_015130,0,0,0,0
XLOC_015131,0,0,0,0
XLOC_015132,0,0,0,0
XLOC_015133,0,0,0,0
XLOC_015134,0,0,0,0
XLOC_015135,0,0,0,0
XLOC_015136,0,0,0,0
XLOC_015137,0,0,0,0
XLOC_015138,0,0,0,0
XLOC_015139,0,0,0,0
XLOC_015140,0,0,0,0
XLOC_015141,0,0,0,0
XLOC_015142,0,0,0,0
XLOC_015143,0,0,0,0
XLOC_015144,0,0,0,0
XLOC_015145,0,0,0,0
XLOC_015146,0,0,0,0
XLOC_015147,0,0,0,0
XLOC_015148,0,0,0,0
XLOC_015149,0,0,0,0
XLOC_015150,0,0,0,0
XLOC_015151,0,0,0,0
XLOC_015152,0,0,0,0
XLOC_015153,0,0,0,0
XLOC_015154,0,0,0,0
XLOC_015155,0,0,0,0
XLOC_015156,0,0,0,0
XLOC_015157,0,0,0,0
XLOC_015158,0,0,0,0
XLOC_015159,0,0,0,0
XLOC_015160,0,0,0,0
XLOC_015161,0,0,0,0
XLOC_015162,0,0,0,0
XLOC_015163,0,0,0,0
XLOC_015164,0,0,0,0
XLOC_015165,0,0,0,0
XLOC_015166,0,0,0,0
XLOC_015167,0,0,0,0
XLOC_015168,0,0,0,0
XLOC_015169,0,0,0,0
XLOC_015170,0,0,0,0
XLOC_015171,0,0,0,0
XLOC_015172,0,0,0,0
XLOC_015173,0,0,0,0
XLOC_015174,0,0,0,0
XLOC_015175,0,0,0,0
XLOC_015176,0,0,0,0
XLOC_015177,0,0,0,0
XLOC_015178,0,0,0,0
XLOC_015179,0,0,0,0
XLOC_015180,0,0,0,0
XLOC_015181,0,0,0,0
XLOC_015182,0,0,0,0
XLOC_015183,0,0,0,0
XLOC_015184,0,0,0,0
XLOC_015185,0,0,0,0
XLOC_015186,0,0,0,0
XLOC_015187,0,0,0,0
XLOC_015188,0,0,0,0
XLOC_015189,0,0,0,0
XLOC_015190,0,0,0,0
XLOC_015191,0,0,0,0
XLOC_015192,0,0,0,0
XLOC_015193,0,0,0,0
XLOC_015194,0,0,0,0
XLOC_015195,0,0,0,0
XLOC_015196,0,0,0,0
XLOC_015197,0,0,0,0
XLOC_015198,0,0,0,1.073781
XLOC_015199,0,1.911372,0,0
XLOC_015200,0,0,0,0
XLOC_015201,0,0,0,0
XLOC_015202,0,0,0,0
XLOC_015203,0,0,0,0
XLOC_015204,0,0,0,0
XLOC_015205,0,0,0,0
XLOC_015206,0,0,0,0
XLOC_015207,0,0,0,0
XLOC_015208,0,0,0,0
XLOC_015209,0,0,0,2.280626
XLOC_015210,0,0,0,0
XLOC_015211,0,0,0.066258,0
XLOC_015212,0,0,0,0
XLOC_015213,0,0,0,0
XLOC_015214,0,0,0,0
XLOC_015215,0,0,0,0
XLOC_015216,0,0,0.938916,0.445211
XLOC_015217,0.295684,0.125885,0.130254,0
XLOC_015218,1.250755,0.940339,0.444191,1.556693
XLOC_015219,0.72606,0.624055,0.324048,0.302784
XLOC_015221,0,0,0,0
XLOC_015222,0,0,0,0
XLOC_015223,0,0,0,0
XLOC_015224,0,0,0,0
XLOC_015225,0,0,0,0
XLOC_015226,0,0,0,0
XLOC_015227,0,0,0,0
XLOC_015228,0,0,0,0
XLOC_015229,0,0,0,0
XLOC_015230,0,0,0,0
XLOC_015231,0,0,0,0
XLOC_015232,0,0,0,0
XLOC_015233,0,0,0,0
XLOC_015234,0,0,0,0
XLOC_015235,0,0,0,0
XLOC_015236,0,0,0,0
XLOC_015237,0,0,0,0
XLOC_015238,0,0,0,0
XLOC_015239,0,0,0,0
XLOC_015240,0,0,0,0
XLOC_015241,0,0,0,0
XLOC_015242,0,0,0,0
XLOC_015243,0,0,0,0
XLOC_015244,0,0,0,0
XLOC_015245,0,0,0,0
XLOC_015246,0.714159,0.835122,0.708041,0.965565
XLOC_015247,3.107225,1.328633,2.037364,0.637779
XLOC_015248,0.102919,0.574999,0.181786,0.3003
XLOC_015249,0,0,0,0
XLOC_015250,0,0.447411,0.461009,0.437942
XLOC_015251,0.535133,0,0.931933,0
XLOC_015252,0,0,0,0
XLOC_015253,0,0,0,0
XLOC_015254,0,0,0,0
XLOC_015255,0,0,0,0
XLOC_015256,0,0,0,0
XLOC_015257,0,0,0,0
XLOC_015258,0,0,0,0
XLOC_015259,0,0,0,0
XLOC_015260,0,0,0,0
XLOC_015261,0,0,0,0
XLOC_015262,0,0,0,0
XLOC_015263,0,0,0,0
XLOC_015264,0,0,0,0
XLOC_015265,0,0,0,0
XLOC_015266,0,0,0,0
XLOC_015267,0,0,0,0
XLOC_015268,0,0,0,0
XLOC_015269,0,0,0,0
XLOC_015270,0,0,0,0
XLOC_015271,0,0,0,0
XLOC_015272,0,0,0,0
XLOC_015273,0,0,0,0
XLOC_015274,0,0,0,0
XLOC_015275,0,0,0,0
XLOC_015276,0,0,0,0
XLOC_015277,0,0,0,0
XLOC_015278,0,0,0,0
XLOC_015279,0,0,0,0
XLOC_015280,0,0,0,0
XLOC_015281,0,0,0,0
XLOC_015282,0,0,0,0
XLOC_015283,0,0,0,0
XLOC_015284,0.242878,0,0,0
XLOC_015285,0,0,0,0
XLOC_015286,0,0,0,0
XLOC_015287,0,0,0,0
XLOC_015288,0,0,0,0
XLOC_015289,0,0,0,0
XLOC_015290,0,0,0,0
XLOC_015291,0,0,0,0
XLOC_015292,0,0,0,0
XLOC_015293,0,0,0,0
XLOC_015295,0,0,0,0
XLOC_015296,0,0,0,0
XLOC_015297,0,0,0,0
XLOC_015298,0,0,0,0
XLOC_015299,0,0,0,0
XLOC_015300,0,0,0,0
XLOC_015301,0,0,0,0
XLOC_015302,0,0,0,0
XLOC_015303,0,0,0,0.209797
XLOC_015304,0,0,0,0
XLOC_015305,0,0,0,0
XLOC_015306,0,0,0,0
XLOC_015307,0,0,0,0
XLOC_015308,0,0,0,0
XLOC_015309,0,0,0,0
XLOC_015310,0,0,0,0
XLOC_015311,0,0,0,0
XLOC_015312,0,0,0,0
XLOC_015313,0,0,0,0
XLOC_015314,0,0,0,0
XLOC_015315,0,0,0,0
XLOC_015316,0,0,0,0
XLOC_015317,0,0,0,0
XLOC_015318,0,0,0,0
XLOC_015319,0,0,0,0
XLOC_015320,0,0,0,0
XLOC_015321,0,0,0,0
XLOC_015322,0,0,0,0
XLOC_015323,0,0,0,0
XLOC_015324,0,0,0,0
XLOC_015325,0,0,0,0
XLOC_015326,0,0,0,0
XLOC_015327,0,0,0,0
XLOC_015328,0,0,0,0
XLOC_015329,0,0,0,0
XLOC_015330,0,0,0,0
XLOC_015331,0,0,0,0
XLOC_015332,0,0,0,0
XLOC_015333,0,0,0,0
XLOC_015334,0,0,0,0
XLOC_015335,0,0,0,0
XLOC_015336,0,0,0,0
XLOC_015337,0,0,0,0
XLOC_015338,0,0,0,0
XLOC_015339,0,0,0,0
XLOC_015340,0,0,0,0
XLOC_015341,0,0,0,0
XLOC_015342,0,0,0,0
XLOC_015343,0,0,0,0
XLOC_015344,0,0,0,0
XLOC_015345,0,0,0,0
XLOC_015346,0,0,0,0
XLOC_015347,0,0,0,0
XLOC_015348,0,0,0,0
XLOC_015349,0,0,0,0
XLOC_015350,0,0,0,0
XLOC_015351,0.279666,0,0,0.480792
XLOC_015352,0,0,0,0
XLOC_015353,0,0,0,0
XLOC_015354,0,0,0,0
XLOC_015355,0,0,0,0
XLOC_015356,0,0,0,0
XLOC_015357,0.061368,0,0,0
XLOC_015358,0,0,0,0
XLOC_015359,0,0,0,0
XLOC_015360,0,0,0,0
XLOC_015361,0,0,0,0
XLOC_015362,0,0,0,0
XLOC_015363,0,0,0,0
XLOC_015364,0,0,0,0
XLOC_015365,0,0,0,0
XLOC_015366,0.164133,0.324036,0.292168,0.185823
XLOC_015367,0.69865,1.496475,1.848166,0.880385
XLOC_015368,0,0,0,0
XLOC_015369,0,0,0,0
XLOC_015370,0,0,0,0
XLOC_015371,0,0,0,0
XLOC_015372,0.36303,0,0,0
XLOC_015373,0.762956,0.525564,0.270538,0.513809
XLOC_015374,0.675163,0.587551,0.1999,0.191946
XLOC_015375,0,0,0.500939,0.79318
XLOC_015376,0.121617,0.206494,0,0.199979
XLOC_015377,0,0,0,0
XLOC_015378,0,0,0,0
XLOC_015379,0,0,0,0
XLOC_015380,0,0,0,0
XLOC_015381,0,0,0,0
XLOC_015382,0,0,0,0
XLOC_015383,0,0,0,0
XLOC_015384,0,0,0,0
XLOC_015385,0,0,0,0
XLOC_015386,0,0,0,0
XLOC_015387,0,0,0,0
XLOC_015388,0,0,0,0
XLOC_015389,0,0,0,0
XLOC_015390,0,0,0,0
XLOC_015391,0,0,0,0
XLOC_015392,0,0,0,0
XLOC_015393,0,0,0,0
XLOC_015394,0,0,0,0
XLOC_015395,0,0,0,0
XLOC_015396,0,0,0,0
XLOC_015397,0,0,0,0
XLOC_015398,0,0,0,0
XLOC_015399,0,0,0,0
XLOC_015400,0,0,0,0
XLOC_015401,0,0,0,0
XLOC_015402,0,0,0,0
XLOC_015403,0,0,0,0
XLOC_015404,0,0,0,0
XLOC_015405,0,0,0,0
XLOC_015406,0,0,0,0
XLOC_015407,0,0,0,0
XLOC_015408,0,0,0,0
XLOC_015409,0,0,0,0
XLOC_015410,0,0,0,0
XLOC_015411,0,0,0,0
XLOC_015412,0,0,0,0
XLOC_015413,0,0,0,0
XLOC_015414,0,0,0,0
XLOC_015415,0,0,0,0.028816
XLOC_015416,0,0,0,0
XLOC_015417,0,0,0,0
XLOC_015418,0,0,0,0
XLOC_015419,0,0,0,0
XLOC_015420,0,0,0,0
XLOC_015421,0,0,0,0
XLOC_015422,0,0,0,0
XLOC_015423,0,0,0,0
XLOC_015424,0,0,0,0
XLOC_015425,0,0,0,0
XLOC_015426,0,0,0,0
XLOC_015427,0,0,0,0
XLOC_015428,0,0,0,0
XLOC_015429,0,0,0,0
XLOC_015430,0,0,0,0
XLOC_015431,0,0,0,0
XLOC_015432,0,0,0,0
XLOC_015433,0,0,0,0
XLOC_015434,0,0,0,0
XLOC_015435,0,0,0,0
XLOC_015436,0,0,0,0
XLOC_015437,0,0,0,0
XLOC_015438,0,0,0,0
XLOC_015439,0,0,0,0
XLOC_015440,0,0,0,0
XLOC_015441,0,0,0,0
XLOC_015442,0,0,0,0
XLOC_015443,0,0,0,0
XLOC_015444,0,0,0,0
XLOC_015445,0,0,0,0
XLOC_015446,0,0,0,0
XLOC_015447,0,0,0,0
XLOC_015448,0,0,0,0
