ID,Leaf_ABA,Leaf_ABA,Root_ABA,Root_ABA,Leaf_Control,Leaf_Control,Root_Control,Root_Control
gene-LOC18994650,3.714745,2.536515,34.411391,28.063452,0.813731,1.385447,8.54903,10.038655
gene-LOC18994651,112.084769,108.706467,76.801466,66.036089,120.390316,117.690452,47.730976,35.298546
gene-LOC18994652,0.478312,0.474446,25.933194,42.310025,1.471348,2.248751,43.963038,28.654133
gene-LOC18994653,1.327282,1.596378,6.13397,11.518795,1.068994,1.038066,10.88356,7.340587
gene-LOC18994654,5.741489,6.850839,9.124076,12.190948,1.75889,3.526913,10.921649,10.580157
gene-LOC18994655,3.574465,3.294785,2.295532,2.660257,4.490814,4.55307,4.392394,4.853719
gene-LOC18994656,0.563442,0.827763,5.75918,5.854106,1.286718,1.070189,8.361809,9.796399
gene-LOC18994657,26.639689,29.340476,39.734759,37.309013,26.986674,31.090744,54.983312,60.008785
gene-LOC18994658,43.461183,54.8995,25.392904,24.320415,42.169169,41.277989,17.98808,17.781718
gene-LOC18994659,54.49965,92.844901,0.772625,0.680946,128.320941,75.025778,1.015282,1.365978
gene-LOC18994660,7.426735,9.100227,9.64971,9.978017,10.222038,9.364136,10.851787,11.314002
gene-LOC18994661,0,0,0,0,0,0,0,0
gene-LOC18994662,4.718792,3.71328,4.527208,4.807341,3.240012,3.045867,5.187517,5.361635
gene-LOC18994663,48.829571,51.941618,41.48124,50.634973,60.280049,45.917902,124.680634,99.893518
gene-LOC18994664,0.128228,0.379236,0.120526,0.134268,0.125948,0.122311,0.267242,0.265554
gene-LOC18994665,13.121502,10.785205,14.393415,21.026798,7.568378,5.952688,15.141698,13.855063
gene-LOC18994666,40.743543,33.668655,0.098759,0.047663,56.78024,67.570007,0.126472,0.139508
gene-LOC18994667,24.109537,30.492769,17.933574,13.098403,32.687851,35.47313,39.127343,39.529701
gene-LOC18994668,1.460739,2.573504,1.976868,2.59388,4.052687,2.906827,10.056738,11.59214
gene-LOC18994669,0.502758,0.984641,0.927611,0,0.979767,0.951343,12.945076,17.88503
gene-LOC18994670,65.593891,33.742663,3.34484,4.042831,33.149819,29.467967,8.294457,12.43929
gene-LOC18994671,74.50663,59.004438,13.117395,17.561918,38.248794,39.637145,35.743065,31.905447
gene-LOC18994672,8.846776,6.825518,21.343842,22.057513,4.019338,4.690729,7.103691,8.485526
gene-LOC18994673,3.174039,2.436913,7.479672,7.823223,2.499022,3.122063,8.561693,11.378251
gene-LOC18994674,0.234545,0.705013,0.99363,0.73419,0.471786,0.229608,2.063985,1.712332
gene-LOC18994675,0,0,0.08603,0,0,0,0,0.094717
gene-LOC18994676,1.510257,1.852669,0.410931,0,0.6891,0.666557,0.471629,0.226432
gene-LOC18994677,48.299326,39.222245,49.733766,45.477632,16.885177,37.734135,20.212338,20.093125
gene-LOC18994678,2.890383,3.085569,17.339222,18.665595,0.116,1.008433,0.428983,0.960316
gene-LOC18994679,12.160959,13.128653,16.830013,16.745452,8.228949,7.735202,15.252344,15.721079
gene-LOC18994680,16.825785,18.895655,19.033476,22.12622,15.481265,16.460601,32.886411,32.280924
gene-LOC18994681,46.788351,40.41516,16.410448,10.96587,24.743702,24.566332,2.620908,1.56295
gene-LOC18994682,19.827223,24.80803,16.753927,18.741023,17.232291,18.350356,19.995692,19.56372
gene-LOC18994683,117.455117,86.302832,146.655623,153.047634,47.119118,53.782961,126.646326,128.036126
gene-LOC18994684,0,0,0.061502,0,0,0.062198,0.067568,0.135683
gene-LOC18994685,10.372462,6.570736,0.995682,0.501512,3.49389,4.651433,9.705015,10.713957
gene-LOC18994686,7.088986,5.706953,0.224252,0.21069,4.965707,6.465478,0.3372,0.286928
gene-LOC18994687,1.034223,2.131433,13.56801,15.692141,1.661544,1.567186,1.913973,1.102345
gene-LOC18994688,25.992347,18.119847,68.428819,91.016096,25.242711,37.380502,33.095022,17.293601
gene-LOC18994689,21.620063,27.068385,110.351536,112.073594,36.999181,32.738604,250.088422,196.222206
gene-LOC18994690,34.362103,33.073626,48.227302,50.415512,56.577809,50.29918,75.100974,70.271077
gene-LOC18994691,23.333543,21.043676,53.402973,54.193552,12.264274,12.934175,34.844699,38.399938
gene-LOC18994692,1.918564,2.266536,9.949903,7.630129,2.972855,2.750735,8.876278,9.419876
gene-LOC18994693,3.494862,3.054606,13.54558,9.335299,3.47923,3.843653,10.173094,10.713581
gene-LOC18994694,1.764696,1.054881,0.10599,0.7292,0.232367,1.348405,0.846612,1.39931
gene-LOC18994695,4.285352,2.615129,2.96754,2.930629,2.463737,3.405918,5.806919,5.864599
gene-LOC18994696,2.194847,2.376031,2.597857,1.898663,1.805376,1.887365,5.158577,3.872195
gene-LOC18994697,0.626804,0.223214,0.206433,0.078231,0.886225,0.497512,1.087376,0.828696
gene-LOC18994698,65.580228,62.723982,51.520661,51.621417,50.449714,51.535026,53.993036,43.256738
gene-LOC18994699,143.454739,152.554828,165.42233,145.31516,113.916603,188.383459,42.995418,49.74757
gene-LOC18994700,17.495982,16.387846,17.193071,13.761981,11.859443,13.314667,35.647361,37.111993
gene-LOC18994701,23.395457,27.457463,36.963751,39.420217,30.241746,30.670258,54.693676,52.370442
gene-LOC18994703,6.109683,5.824082,1.41729,1.514116,6.857336,6.042507,1.415034,1.130576
gene-LOC18994704,11.962424,11.125452,10.426516,10.805939,8.516397,7.279035,13.523924,10.513165
gene-LOC18994705,7.64769,7.261015,6.545165,6.021037,5.125708,7.497979,8.461943,8.139688
gene-LOC18994706,6.861362,6.510282,5.767725,4.938439,4.438973,5.805341,4.514374,4.281267
gene-LOC18994707,0,0,0.298187,0,0.631552,0.306253,4.116238,4.607334
gene-LOC18994708,13.079972,13.752648,3.981429,3.201309,25.079751,25.276333,7.098301,6.816476
gene-LOC18994709,24.517037,23.674531,16.565029,17.31498,22.41412,24.728185,33.672628,28.456941
gene-LOC18994710,12.89776,12.822175,16.587436,18.396913,16.830603,16.246053,39.145275,37.627591
gene-LOC18994711,1.365455,2.864292,4.922522,4.304082,1.261733,3.066488,3.629893,3.195386
gene-LOC18994712,32.259711,32.331245,26.117874,30.140019,28.138905,31.260944,28.731724,34.473466
gene-LOC18994713,9.018697,8.659309,7.159279,6.46696,10.271345,11.121252,7.983286,6.439635
gene-LOC18994714,3.322028,2.608257,3.202567,1.083092,2.364284,1.534531,2.9544,1.368475
gene-LOC18994715,9.812236,7.762044,3.665,5.269163,5.970633,5.255731,2.82328,3.236481
gene-LOC18994716,3.164502,3.067111,2.59947,3.004185,2.585961,2.093006,2.661081,1.900688
gene-LOC18994717,3.261406,2.522143,4.277881,4.76632,1.720161,2.205428,2.622307,3.544102
gene-LOC18994718,19.223223,15.543534,19.041566,20.545958,9.849891,10.995477,21.977535,17.21881
gene-LOC18994719,45.281798,48.968926,54.329647,58.276265,35.613819,37.811611,50.505014,47.409704
gene-LOC18994720,7.08529,9.001052,9.280085,7.577342,4.897365,4.593112,5.648013,7.970332
gene-LOC18994721,14.479779,14.242614,25.400871,25.909377,7.789372,7.970257,18.468045,18.880473
gene-LOC18994722,21.850047,24.123785,40.503188,41.119363,23.044336,28.946324,30.264941,34.326777
gene-LOC18994723,16.097306,15.475004,18.610585,20.605604,10.986483,11.218629,20.287917,18.499715
gene-LOC18994724,17.348164,12.394726,13.262768,16.732057,11.686111,15.6431,22.585,21.320173
gene-LOC18994725,7.690305,10.626662,1.390526,1.503602,10.941818,9.363802,1.233858,1.523316
gene-LOC18994726,2.277169,1.95841,1.647652,1.407879,2.577309,2.019431,2.039975,1.650249
gene-LOC18994727,11.294178,11.123124,10.475637,10.558035,9.201958,7.343921,11.896596,9.447363
gene-LOC18994728,31.123934,27.900619,2.971756,3.710978,34.654138,34.974128,2.742375,2.850804
gene-LOC18994729,18.95036,14.831094,11.732126,10.358887,10.831482,10.009336,10.622483,9.559264
gene-LOC18994730,0.615133,0.506119,1.256673,1.399028,0.20163,0.391448,0.963314,1.490167
gene-LOC18994731,0.235491,0.116044,0.110397,0,0.11601,0,0,0
gene-LOC18994732,6.89183,6.515242,17.526846,13.278035,5.6454,5.910847,10.452436,12.707292
gene-LOC18994733,3.592492,3.105143,7.907399,7.156961,1.526635,1.763411,5.346646,6.01888
gene-LOC18994734,0.072639,0.072463,0.070079,0.1546,0,0.140707,0.076973,0.077491
gene-LOC18994735,1.109528,3.995172,1.035123,0.38435,6.692293,12.161871,0.382712,1.332247
gene-LOC18994736,39.700851,24.401485,30.831026,32.607202,15.311842,22.91926,27.79124,28.082703
gene-LOC18994737,24.739661,26.333954,43.439346,38.593791,20.233456,19.115829,55.959548,50.476569
gene-LOC18994738,16.644941,18.916443,48.247101,38.463842,15.390398,13.65289,44.636002,73.172786
gene-LOC18994739,31.009538,33.372963,42.192476,36.819596,23.721869,23.440346,37.607511,37.882495
gene-LOC18994740,16.831662,16.207798,18.253289,20.350958,10.374783,10.514158,20.061123,22.060585
gene-LOC18994741,10.133386,12.125838,8.232749,8.708183,10.18379,9.880638,13.337857,11.75839
gene-LOC18994742,12.034601,13.577315,7.324498,6.998077,9.965484,11.126517,8.277584,8.566298
gene-LOC18994743,5.56141,9.292806,0.657045,0.822075,11.08336,11.78253,5.991519,3.166326
gene-LOC18994744,57.696056,62.064206,99.684487,96.395546,38.498438,37.315674,76.824425,84.196643
gene-LOC18994745,96.232508,109.898138,144.50295,134.875934,81.2699,74.951844,206.042846,195.222998
gene-LOC18994746,88.764638,93.696964,113.851141,110.358002,79.996377,82.317887,109.502607,124.119746
gene-LOC18994747,13.275502,13.585241,17.585737,18.109493,9.722101,8.169503,18.873208,19.2066
gene-LOC18994748,31.430465,41.486191,16.052706,18.492972,57.280131,48.628823,15.662723,15.006702
gene-LOC18994749,20.810199,28.680371,33.41852,23.903756,27.036395,23.699759,32.546315,49.744921
gene-LOC18994750,4.954828,7.49174,4.80098,3.032614,7.624281,6.755283,4.589158,5.000397
gene-LOC18994751,0,0,0,0,0,0,0.0935,0.094578
gene-LOC18994752,17.310493,17.732986,0.209647,0.42111,7.042356,14.61861,0.232612,0.138446
gene-LOC18994753,7.352963,4.8579,9.944709,9.125039,5.478181,4.769901,9.082649,9.313238
gene-TRNAA-AGC-10,0,0,0,9.043588,0,0,0,0
gene-TRNAA-AGC-11,0,0,0,9.043588,0,0,0,0
gene-TRNAA-AGC-2,0,0,0,9.043588,0,0,0,0
gene-TRNAA-AGC-3,0,0,0,0,0,0,0,0
gene-TRNAA-AGC-5,0,0,0,9.043588,0,0,0,0
gene-TRNAA-AGC-6,0,0,0,9.043588,0,0,0,0
gene-TRNAA-CGC-3,0,0,0,0,0,0,0,0
gene-TRNAA-CGC-5,0,0,0,0,0,0,0,0
gene-TRNAA-CGC-6,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-2,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-5,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-6,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-7,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-10,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-2,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-3,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-4,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-5,43.739955,0,40.351085,0,0,0,0,0
gene-TRNAC-GCA-7,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-8,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-9,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-13,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-16,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-17,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-19,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-20,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-21,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-23,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-5,0,0,0,0,0,0,0,0
gene-TRNAD-GUC-8,0,0,0,0,0,0,0,0
gene-TRNAE-CUC-10,0,0,0,0,0,0,0,22.228538
gene-TRNAE-CUC-11,0,0,0,0,0,0,0,0
gene-TRNAE-CUC-12,0,0,0,0,0,0,0,0
gene-TRNAE-CUC-13,0,0,0,0,0,0,0,0
gene-TRNAE-CUC-2,0,0,0,45.217938,0,0,0,0
gene-TRNAE-CUC-7,0,0,0,0,0,0,0,22.228538
gene-TRNAE-CUC-8,0,0,0,0,0,0,0,0
gene-TRNAE-CUC-9,0,0,0,0,0,0,0,0
gene-TRNAE-UUC-10,0,0,20.175542,0,0,0,7.508144,7.409513
gene-TRNAE-UUC-2,0,0,20.175542,0,0,0,7.508144,7.409513
gene-TRNAE-UUC-3,0,0,0,0,0,0,0,0
gene-TRNAE-UUC-4,0,0,20.175542,0,0,0,7.508144,7.409513
gene-TRNAE-UUC-5,0,0,0,0,0,0,0,0
gene-TRNAE-UUC-6,0,0,0,0,0,0,0,0
gene-TRNAE-UUC-7,0,0,20.175542,0,0,0,7.508144,7.409513
gene-TRNAE-UUC-8,0,0,20.175542,0,0,0,7.508144,7.409513
gene-TRNAE-UUC-9,0,0,20.175542,0,0,0,7.508144,7.409513
gene-TRNAF-GAA-10,0,0,0,0,0,0,0,0
gene-TRNAF-GAA-12,0,0,0,11.304485,0,0,0,0
gene-TRNAF-GAA-14,0,0,0,11.304485,0,0,0,0
gene-TRNAF-GAA-15,0,0,0,11.304485,0,0,0,0
gene-TRNAF-GAA-16,0,0,0,0,0,0,0,0
gene-TRNAF-GAA-6,43.739955,85.663741,0,0,42.619872,82.766849,45.048863,0
gene-TRNAF-GAA-7,0,0,0,11.304485,0,0,0,0
gene-TRNAF-GAA-8,0,0,80.70217,0,85.239744,0,0,88.914151
gene-TRNAG-CCC-2,0,0,0,0,0,0,0,14.819025
gene-TRNAG-CCC-3,0,0,0,0,0,0,0,14.819025
gene-TRNAG-CCC-4,0,0,0,0,0,0,0,0
gene-TRNAG-CCC-5,0,0,0,0,0,0,0,14.819025
gene-TRNAG-GCC-12,0,0,16.140434,0,8.523974,10.345856,0,0
gene-TRNAG-GCC-14,0,0,0,0,0,0,0,0
gene-TRNAG-GCC-15,0,0,16.140434,0,8.523974,10.345856,0,0
gene-TRNAG-GCC-18,0,0,16.140434,0,8.523974,82.766849,0,0
gene-TRNAG-GCC-20,0,0,16.140434,0,8.523974,10.345856,0,0
gene-TRNAG-GCC-8,0,0,16.140434,0,8.523974,10.345856,0,0
gene-TRNAG-GCC-9,0,0,0,45.217938,0,0,0,0
gene-TRNAG-UCC-10,0,0,0,0,0,0,0,0
gene-TRNAG-UCC-5,0,0,0,0,0,0,0,0
gene-TRNAG-UCC-6,0,0,0,0,0,0,0,0
gene-TRNAG-UCC-9,0,0,0,0,0,0,0,0
gene-TRNAH-GUG,0,7.138645,6.725181,0,0,0,0,0
gene-TRNAH-GUG-2,0,7.138645,6.725181,0,0,0,0,0
gene-TRNAH-GUG-3,0,0,0,0,0,0,0,0
gene-TRNAH-GUG-5,0,7.138645,6.725181,0,0,0,0,0
gene-TRNAH-GUG-6,0,7.138645,6.725181,0,0,0,0,0
gene-TRNAH-GUG-7,0,7.138645,6.725181,0,0,0,0,0
gene-TRNAH-GUG-8,0,7.138645,6.725181,0,0,0,0,0
gene-TRNAI-AAU,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-12,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-13,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-3,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-5,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-6,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-9,0,0,0,0,0,0,0,0
gene-TRNAI-UAU,0,0,0,0,0,0,0,0
gene-TRNAI-UAU-3,0,0,0,0,0,0,0,0
gene-TRNAI-UAU-4,0,0,0,0,0,0,0,0
gene-TRNAI-UAU-5,0,0,0,0,0,0,0,0
gene-TRNAK-CUU-13,14.579985,0,0,15.072646,42.619872,0,22.524432,0
gene-TRNAK-CUU-4,14.579985,0,0,15.072646,42.619872,0,22.524432,0
gene-TRNAK-CUU-6,14.579985,0,0,15.072646,0,0,0,0
gene-TRNAK-CUU-8,0,0,0,0,0,0,0,0
gene-TRNAK-UUU-11,10.934989,0,10.087771,0,0,0,0,0
gene-TRNAK-UUU-12,10.934989,0,10.087771,0,0,0,0,0
gene-TRNAK-UUU-13,0,0,0,0,0,0,0,0
gene-TRNAK-UUU-3,0,0,0,0,0,0,0,0
gene-TRNAK-UUU-4,10.934989,0,10.087771,0,0,0,0,0
gene-TRNAK-UUU-5,10.934989,0,10.087771,0,0,0,0,0
gene-TRNAK-UUU-7,0,0,0,0,0,0,0,0
gene-TRNAK-UUU-9,0,0,40.351085,90.435877,0,0,0,44.457075
gene-TRNAL-AAG,0,0,0,15.072646,0,0,0,29.63805
gene-TRNAL-AAG-10,0,0,0,0,0,0,0,0
gene-TRNAL-AAG-2,0,0,0,0,28.413248,0,0,0
gene-TRNAL-AAG-4,0,0,0,0,0,0,0,0
gene-TRNAL-AAG-5,0,0,0,0,0,0,0,0
gene-TRNAL-AAG-6,0,0,0,0,0,0,0,0
gene-TRNAL-AAG-9,0,0,0,15.072646,0,0,0,0
gene-TRNAL-CAA,0,0,0,30.145292,0,0,0,0
gene-TRNAL-CAA-3,0,0,0,0,0,0,0,0
gene-TRNAL-CAA-4,0,0,0,0,0,0,0,0
gene-TRNAL-CAA-5,0,0,0,0,0,0,0,0
gene-TRNAL-CAA-6,0,0,0,0,0,0,0,0
gene-TRNAL-CAA-7,0,0,0,0,0,0,0,0
gene-TRNAL-CAA-8,0,0,0,0,0,0,0,0
gene-TRNAL-CAG,0,0,0,0,0,0,0,0
gene-TRNAL-CAG-3,0,0,0,0,0,0,0,0
gene-TRNAL-UAA,0,0,0,0,0,0,0,0
gene-TRNAL-UAA-3,0,0,0,0,0,0,0,0
gene-TRNAL-UAA-4,0,0,0,0,0,0,0,0
gene-TRNAL-UAA-5,0,0,0,0,0,0,0,0
gene-TRNAL-UAG-5,0,0,0,10.048431,0,0,0,0
gene-TRNAL-UAG-6,0,0,0,10.048431,0,0,0,0
gene-TRNAL-UAG-7,0,0,0,10.048431,0,0,0,0
gene-TRNAM-CAU,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-10,918.539064,1027.964891,121.053254,45.217938,1662.175012,993.202192,90.097727,88.914151
gene-TRNAM-CAU-11,43.739955,85.663741,0,0,0,0,0,0
gene-TRNAM-CAU-13,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-14,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-15,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-17,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-19,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-21,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-22,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-23,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-4,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-5,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-6,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-7,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-8,0,0,40.351085,0,0,0,0,0
gene-TRNAN-GUU-10,0,0,0,0,0,0,0,22.228538
gene-TRNAN-GUU-11,0,0,0,0,0,0,18.019545,0
gene-TRNAN-GUU-12,0,0,0,0,0,0,18.019545,0
gene-TRNAN-GUU-13,0,0,0,0,0,0,18.019545,0
gene-TRNAN-GUU-14,0,0,0,0,0,0,18.019545,0
gene-TRNAN-GUU-15,0,0,0,0,0,0,0,0
gene-TRNAN-GUU-16,0,0,0,0,0,0,18.019545,0
gene-TRNAN-GUU-2,0,0,0,0,0,0,0,0
gene-TRNAN-GUU-5,0,0,0,0,0,0,0,0
gene-TRNAN-GUU-6,0,0,0,0,0,0,0,22.228538
gene-TRNAN-GUU-8,0,0,0,0,0,0,0,0
gene-TRNAN-GUU-9,43.739955,85.663741,40.351085,0,42.619872,82.766849,0,44.457075
gene-TRNAP-AGG,0,0,0,0,0,0,0,0
gene-TRNAP-AGG-12,0,0,0,0,0,0,36.019723,0
gene-TRNAP-AGG-2,0,0,0,0,0,0,36.019723,0
gene-TRNAP-AGG-7,0,0,0,0,0,0,0,0
gene-TRNAP-AGG-8,0,0,0,0,0,0,36.019723,0
gene-TRNAP-CGG-2,0,0,0,90.435877,0,0,0,0
gene-TRNAP-CGG-3,0,0,0,0,14.206624,0,0,0
gene-TRNAP-CGG-4,0,0,0,0,14.206624,0,0,0
gene-TRNAP-CGG-5,0,0,0,0,14.206624,0,0,0
gene-TRNAP-UGG,0,34.9079,0,0,0,16.065148,0,0
gene-TRNAP-UGG-17,114.295996,0,391.196302,485.521607,75.288804,91.220773,397.400855,240.976682
gene-TRNAP-UGG-23,0,34.9079,0,0,0,16.065148,0,0
gene-TRNAP-UGG-24,114.295996,0,391.196302,485.521607,75.288804,91.220773,397.400855,240.976682
gene-TRNAP-UGG-7,0,34.9079,0,0,0,16.065148,0,0
gene-TRNAQ-CUG-2,0,0,0,0,0,0,0,0
gene-TRNAQ-CUG-3,0,0,0,0,0,0,0,0
gene-TRNAQ-CUG-4,0,0,0,0,0,0,0,0
gene-TRNAQ-CUG-5,0,0,0,0,0,0,0,0
gene-TRNAQ-CUG-6,0,0,0,0,0,0,0,0
gene-TRNAQ-UUG-2,0,0,0,0,0,0,0,0
gene-TRNAQ-UUG-4,0,0,0,0,0,0,0,0
gene-TRNAQ-UUG-5,0,0,0,0,0,0,0,0
gene-TRNAQ-UUG-6,0,0,0,0,0,0,0,0
gene-TRNAQ-UUG-7,0,0,0,0,0,0,0,0
gene-TRNAR-ACG,0,0,0,0,0,0,0,0
gene-TRNAR-ACG-2,0,0,0,0,0,0,0,0
gene-TRNAR-ACG-3,0,0,0,0,0,0,0,0
gene-TRNAR-ACG-4,0,0,0,0,0,0,0,0
gene-TRNAR-ACG-6,0,0,0,0,0,0,0,0
gene-TRNAR-ACG-7,0,0,0,0,0,0,0,0
gene-TRNAR-CCG,0,0,0,0,0,0,0,0
gene-TRNAR-CCG-2,0,0,20.175542,0,0,0,0,0
gene-TRNAR-CCG-3,0,0,0,0,0,0,0,0
gene-TRNAR-CCG-4,0,0,20.175542,0,0,0,0,0
gene-TRNAR-CCU-3,0,0,0,0,0,0,0,0
gene-TRNAR-CCU-5,0,0,0,0,0,0,0,0
gene-TRNAR-CCU-6,0,0,0,0,0,0,0,0
gene-TRNAR-CCU-7,0,0,0,0,0,0,0,0
gene-TRNAR-UCG-2,0,0,0,0,0,0,0,0
gene-TRNAR-UCG-3,0,0,0,0,0,0,0,0
gene-TRNAR-UCG-4,0,0,0,0,0,0,0,0
gene-TRNAR-UCG-5,0,0,0,0,0,0,0,0
gene-TRNAR-UCG-6,0,0,0,0,0,0,0,0
gene-TRNAR-UCU,0,0,0,0,0,0,0,0
gene-TRNAR-UCU-2,0,0,0,0,0,0,0,0
gene-TRNAR-UCU-3,0,0,0,0,0,0,0,0
gene-TRNAR-UCU-6,0,0,0,0,0,0,0,22.228538
gene-TRNAR-UCU-8,0,0,0,0,0,0,0,22.228538
gene-TRNAS-AGA,0,2.379548,0,0,0,0,2.730234,0
gene-TRNAS-AGA-11,0,2.379548,4.483454,0,0,0,2.730234,0
gene-TRNAS-AGA-12,0,2.379548,4.483454,0,0,0,2.730234,0
gene-TRNAS-AGA-15,0,0,4.483454,0,0,0,2.730234,0
gene-TRNAS-AGA-17,0,0,0,0,0,0,0,0
gene-TRNAS-AGA-18,0,2.379548,0,0,0,0,2.730234,0
gene-TRNAS-AGA-2,0,0,0,0,0,0,0,59.2761
gene-TRNAS-AGA-22,0,0,0,0,0,0,0,0
gene-TRNAS-AGA-23,0,0,0,0,0,0,0,0
gene-TRNAS-AGA-24,0,2.379548,4.483454,0,0,0,2.730234,0
gene-TRNAS-AGA-3,0,2.379548,4.483454,0,0,0,2.730234,0
gene-TRNAS-AGA-4,0,2.379548,4.483454,0,0,0,2.730234,0
gene-TRNAS-AGA-5,0,2.379548,0,0,0,0,2.730234,0
gene-TRNAS-AGA-6,0,2.379548,0,0,0,0,2.730234,0
gene-TRNAS-AGA-7,0,2.379548,0,0,0,0,2.730234,0
gene-TRNAS-AGA-8,0,2.379548,0,0,0,0,0,0
gene-TRNAS-AGA-9,0,2.379548,0,0,0,0,0,0
gene-TRNAS-CGA,0,0,0,0,0,0,0,0
gene-TRNAS-CGA-2,0,0,0,30.145292,0,0,0,0
gene-TRNAS-CGA-3,0,0,0,0,0,0,0,0
gene-TRNAS-CGA-4,0,0,0,0,0,0,0,0
gene-TRNAS-GCU,0,0,0,0,0,0,0,0
gene-TRNAS-GCU-2,7.289993,7.138645,0,7.536323,0,0,0,0
gene-TRNAS-GCU-6,0,0,0,0,0,0,0,0
gene-TRNAS-GCU-7,7.289993,7.138645,0,7.536323,0,0,0,0
gene-TRNAS-GCU-8,7.289993,7.138645,0,7.536323,0,0,0,0
gene-TRNAS-GCU-9,7.289993,7.138645,0,7.536323,0,0,0,0
gene-TRNAS-GGA,52.293269,56.946466,0,30.135803,85.78878,27.614515,0,0
gene-TRNAS-GGA-2,0,0,0,0,0,0,0,0
gene-TRNAS-UGA-2,0,0,0,0,0,0,0,0
gene-TRNAS-UGA-3,0,0,0,0,0,0,0,0
gene-TRNAS-UGA-5,0,0,0,0,0,0,0,0
gene-TRNAS-UGA-6,0,0,0,0,0,0,0,0
gene-TRNAS-UGA-7,0,0,0,0,0,0,0,0
gene-TRNAS-UGA-8,0,0,0,0,0,0,0,0
gene-TRNAT-AGU,0,0,0,0,0,0,0,0
gene-TRNAT-AGU-2,0,0,0,0,0,0,0,0
gene-TRNAT-AGU-6,0,0,0,0,0,0,0,0
gene-TRNAT-AGU-7,0,0,0,0,0,0,0,0
gene-TRNAT-CGU-3,0,0,0,0,0,0,0,0
gene-TRNAT-CGU-4,0,0,0,0,0,0,0,0
gene-TRNAT-UGU,0,0,0,0,0,0,0,0
gene-TRNAT-UGU-2,0,0,0,0,0,0,0,0
gene-TRNAT-UGU-4,87.479911,0,0,45.217938,0,0,0,0
gene-TRNAT-UGU-6,0,0,0,0,0,0,0,0
gene-TRNAT-UGU-7,0,0,0,0,0,0,0,0
gene-TRNAT-UGU-8,174.959822,128.495611,0,0,511.438465,165.533699,0,0
gene-TRNAV-AAC-10,0,0,0,9.043588,0,0,0,0
gene-TRNAV-AAC-11,0,0,0,9.043588,0,0,0,0
gene-TRNAV-AAC-2,0,0,0,9.043588,0,0,0,0
gene-TRNAV-AAC-6,0,0,0,9.043588,0,0,0,0
gene-TRNAV-AAC-7,0,0,0,9.043588,0,0,0,0
gene-TRNAV-CAC-3,0,0,10.087771,0,0,0,0,0
gene-TRNAV-CAC-4,0,0,10.087771,0,0,0,0,0
gene-TRNAV-CAC-5,0,0,10.087771,0,0,0,0,0
gene-TRNAV-CAC-6,0,0,10.087771,0,0,0,0,0
gene-TRNAV-CAC-7,0,0,0,0,0,0,0,0
gene-TRNAV-UAC,0,0,10.087771,11.304485,0,0,0,0
gene-TRNAV-UAC-2,0,0,10.087771,11.304485,0,0,15.016288,0
gene-TRNAV-UAC-4,0,0,10.087771,11.304485,0,0,15.016288,0
gene-TRNAV-UAC-5,0,0,10.087771,11.304485,0,0,15.016288,0
gene-TRNAV-UAC-6,0,0,0,0,0,0,0,0
gene-TRNAW-CCA-2,0,0,0,0,0,0,0,0
gene-TRNAW-CCA-9,0,0,121.053254,135.653815,0,41.383425,45.048863,0
gene-TRNAY-GUA-10,7.289993,0,0,0,0,0,0,0
gene-TRNAY-GUA-11,7.289993,0,0,0,0,0,0,0
